RA3	RA4	RA8	LA3	LA4	LA8	SepA3	SepA4	SepA8	RV3	RV4	RV8	LV3	LV4	LV8	SepV3	SepV4	SepV8	Student's T-test Significant atrium_ventricle	Student's T-test significant	Student's T-test p-value atrium_ventricle	Student's T-test q-value atrium_ventricle	Student's T-test Difference atrium_ventricle	Student's T-test Test statistic atrium_ventricle	Gene names	Protein IDs	Majority protein IDs	Protein names
28.14009	28.43806	28.61354	27.89423	28.30304	28.3697	27.56173	28.27133	28.17226	28.08811	27.49259	27.7656	27.82687	27.66723	27.90167	27.26571	27.63616	27.29246	+	atrium_ventricle	0.00133288829267723	0.048786798679868	0.536398569742836	2.2509229728436	BAG6;BAT3	P46379;A0A024RCR6;A0A0G2JK23;P46379-2;P46379-3;A0A0G2JL47;P46379-5;P46379-4;F6S6P2;X6REW1;A0A0G2JJM1;F6UR09;A0A0G2JJR8;F6VEM6;F6X9W3;F6U341;F6U1F2;F6XTU0;F6WML8;H0Y710;F6TC96;H0Y4L1	P46379;A0A024RCR6;A0A0G2JK23;P46379-2;P46379-3;A0A0G2JL47;P46379-5;P46379-4;F6S6P2;X6REW1;A0A0G2JJM1	Large proline-rich protein BAG6
20.80969	21.01963	20.93567	21.28268	20.83044	20.00141	23.11432	20.76107	19.78512	23.90637	25.05072	21.35445	23.79422	25.86554	23.63345	20.49716	19.78088	23.27441	+	atrium_ventricle	0.0142985318350016	0.0356944881889764	-2.06857448154026	-2.4255964018893	TMCO4	A0A075B6H3;Q5TGY1;Q5TGY1-2	A0A075B6H3;Q5TGY1;Q5TGY1-2	Transmembrane and coiled-coil domain-containing protein 4
20.96166	20.18455	20.91343	20.80388	20.63579	20.59965	20.74677	26.10494	21.70337	19.84522	20.57405	22.02553	20.37017	20.26921	20.086	21.06701	20.58531	20.40016			0.214834375104517	0.315755985267035	0.825707753499348	1.11691108375961	IGLV4-69	A0A075B6H9;A0A075B6K6	A0A075B6H9	
25.52755	25.40435	27.2985	25.77733	25.17782	26.04256	24.9619	26.35102	24.56221	24.87867	26.82104	26.02711	24.45413	27.47661	25.84494	20.53791	27.14024	25.02013			0.671838511110574	0.764547659334461	0.322495990329319	0.380604996922715	IGLV8-61	A0A075B6I0	A0A075B6I0	
27.68552	26.90334	27.03423	25.93834	28.22596	25.9849	27.69717	26.93742	27.24164	26.11565	27.19563	26.16603	26.7166	27.56645	20.49163	27.02918	25.97049	26.53401			0.164612952601191	0.2479	1.09587075975206	1.28558771005066	IGLV6-57	A0A075B6I2;P06319	A0A075B6I2	
27.23325	27.04885	27.06456	26.90231	23.7545	26.015	20.31321	27.73783	27.09999	26.12252	20.65137	27.51028	25.66213	25.51569	26.32187	24.53368	23.35797	21.58159			0.248832279244693	0.32423811679493	1.32359780205621	1.09752546006398	IGLV1-51	A0A075B6I5;P01702;P06316	A0A075B6I5;P01702;P06316	Ig lambda chain V-I region NIG-64;Ig lambda chain V-I region BL2
26.37458	27.07163	27.88728	27.58792	27.17465	27.1517	26.12623	26.21634	27.34104	25.83973	25.95074	25.69453	24.64647	26.26288	25.62862	19.74984	20.99191	21.32654	+	atrium_ventricle	0.00370631951063038	0.0119764705882353	2.98223495483398	3.04725528047687	IGLV1-47;IGLV1-44	A0A075B6I8;A0A0G2JQC2;A0A0B4J1U1	A0A075B6I8;A0A0G2JQC2;A0A0B4J1U1	
22.80337	22.39407	20.14729	23.21518	20.63601	21.93215	20.75691	25.82753	20.29939	22.83984	20.59216	21.22416	20.61928	20.86757	19.95031	19.76234	21.39581	20.9932			0.129310227132165	0.207735106998265	1.08524788750542	1.39389211314629	IGLV7-46	A0A075B6I9	A0A075B6I9	
24.86802	23.92551	23.61706	24.4665	22.76223	20.50034	23.62667	20.52898	20.02984	24.75057	23.55274	20.78872	20.47676	23.34976	21.45262	21.34884	20.68496	21.32854			0.37407227194254	0.479399259259259	0.732405132717556	0.812923622450748	IGLV1-40	A0A075B6J0	A0A075B6J0	
26.56173	27.04864	26.29894	27.12366	26.26549	26.05385	27.2985	27.27959	26.89111	25.67748	26.2891	26.10229	25.3199	25.04072	24.77751	25.02039	25.81074	25.05088	+	atrium_ventricle	5.07318363977354E-05	0.00343790849673203	1.30361111958822	3.85643368951186	IGLV3-25	A0A075B6J4	A0A075B6J4	
29.23779	29.0759	28.71027	28.96334	28.05755	28.3815	28.75235	28.69534	28.81577	29.139	28.04328	28.50771	27.31164	27.78787	27.59114	27.13016	27.18811	27.88716	+	atrium_ventricle	0.00231628672474238	0.0270502793296089	0.900416268242729	2.58025433366143	IGLV3-21	A0A075B6J7;P01720	A0A075B6J7	
25.24035	24.30389	22.40585	26.01676	24.09909	22.95317	24.46295	23.98815	24.37743	24.50397	20.95023	21.62128	20.49038	20.23033	20.3189	22.77644	24.19985	21.90507	+	atrium_ventricle	0.00258526189213643	0.0111640866873065	2.31679895189073	3.08932181811443	IGLV3-19	A0A075B6J8	A0A075B6J8	
27.92779	23.66677	20.59942	23.27099	22.6344	20.50279	20.97657	19.78844	20.90533	24.94949	23.95518	24.40458	22.14622	25.49905	24.98377	22.51994	21.37902	20.97649			0.263782192106573	0.344523299059287	-1.17124896579319	-1.05396962139064	IGLV2-18	A0A075B6J9	A0A075B6J9	
24.29649	24.6473	25.11	24.69816	24.75888	24.51953	22.66405	24.58858	24.55028	23.26155	23.84527	22.0282	19.8849	23.84192	23.63134	20.65122	20.50813	25.3072	+	atrium_ventricle	0.0121233821816056	0.0338971428571429	1.87483851114909	2.4572352729605	IGLV3-16	A0A075B6K0	A0A075B6K0	
22.618	19.85516	20.24556	20.36774	20.47839	20.63242	23.30591	20.56732	21.07846	20.62363	20.65083	20.99623	21.9407	20.59438	20.09303	20.54179	20.97711	20.61909			0.586595859068254	0.719931724543849	0.234684414333767	0.44882731837262	IGLV2-14	A0A075B6K1	A0A075B6K1	
23.9771	21.22488	20.3021	21.18161	21.47042	21.14691	21.43783	20.9508	20.87245	21.38802	20.82178	20.8403	20.69844	21.46643	21.28296	20.82973	20.89262	21.57517			0.406455351288667	0.572269632625548	0.307627995808918	0.667587812105841	IGLV3-12	A0A075B6K2	A0A075B6K2	
24.2071	25.50558	25.45441	20.6651	24.05755	23.87886	21.57045	23.95704	22.7343	24.76177	21.55623	20.40812	24.10262	24.89231	22.90492	22.07173	21.02208	20.75784			0.200782171320068	0.287237350281105	1.06141726175944	1.18530664926846	IGLV2-11	A0A075B6K3	A0A075B6K3	
25.13422	25.74825	25.90378	23.5566	24.12029	24.83731	22.83364	25.16473	25.19494	21.25611	20.59625	24.97022	22.03302	24.60654	20.71919	23.22419	20.69086	23.36453	+	atrium_ventricle	0.00288361553848673	0.0118402366863905	2.33698315090603	3.05388609415181	IGLV3-10	A0A075B6K4	A0A075B6K4	
25.07537	26.49779	25.17135	25.15973	25.70975	25.90474	25.14328	26.27654	24.63367	24.77238	25.2932	22.90602	21.94213	24.28567	23.65097	21.02131	20.82983	23.35555	+	atrium_ventricle	0.000677682330636526	0.00544987146529563	2.39057328965929	3.57278471163275	IGLV3-9	A0A075B6K5	A0A075B6K5	
32.37762	32.54559	31.76636	31.80374	31.12195	31.10942	33.33218	32.97574	32.92357	32.36082	32.46056	33.37503	32.36244	32.20531	32.16824	32.11846	31.40928	31.18954			0.921838185447047	0.958891991884473	0.0340552859836194	0.0771087174674318	IGLC3;IGLC2	A0A075B6L0;A0A075B6K9;P0CG05;P0CG06;P0CF74	A0A075B6L0;A0A075B6K9;P0CG05;P0CG06	Ig lambda-2 chain C regions;Ig lambda-3 chain C regions
20.85313	20.34872	20.35707	20.97598	20.54335	22.89349	22.66969	20.39035	20.4602	19.46944	20.21429	20.3093	20.18663	21.50204	20.06853	22.04863	24.54079	22.02689			0.877640206843707	0.926430473372781	-0.0971751742892799	-0.134750139718768	BCORL1	A0A075B6Q3;Q5H9F3-3;Q5H9F3;Q5H9F3-2;H7C4B2;H7C231;H7BZ37;H7C2V9;A6NE70	A0A075B6Q3;Q5H9F3-3;Q5H9F3;Q5H9F3-2	BCL-6 corepressor-like protein 1
27.80261	27.02337	26.66126	25.41035	25.9391	26.66357	27.3479	27.90323	26.26451	26.20494	27.5253	26.41545	25.40354	25.22468	25.6174	25.2387	27.06795	25.68646			0.077854426523452	0.175544384346166	0.736832512749565	1.50043333590453	IGKV2-24;IGKV2D-24	A0A0C4DH68;A0A075B6R9	A0A0C4DH68;A0A075B6R9	
25.84472	23.42419	21.30772	20.87569	25.78671	21.43991	20.6745	20.22006	20.25031	20.76431	20.61299	20.67365	21.0983	20.65447	19.87098	21.50877	20.94051	20.49385			0.074021717977536	0.128	1.46733368767632	1.69118810044716	IGKV2-30	A0A075B6S3;P06310	A0A075B6S3;P06310	Ig kappa chain V-II region RPMI 6410
21.23588	20.62836	20.54445	23.10574	20.94327	20.40545	21.58165	20.10393	20.80328	23.86929	23.76375	20.92175	20.8287	20.29809	19.95673	20.51241	20.23449	20.82691			0.725887947753917	0.815971386151977	-0.206679238213436	-0.304287552185471	IGKV1-27	A0A075B6S5	A0A075B6S5	
20.42319	20.90261	20.14339	20.67312	23.18547	20.52356	20.77112	19.99825	21.42127	21.10494	20.54665	21.30154	20.77279	20.39682	20.69007	20.19979	20.75548	21.43123			0.790658897341271	0.878316976297245	0.0936294131808815	0.209529389644771	IGKV1-37;IGKV1D-37	A0A0E3D6N1;A0A075B6S9	A0A0E3D6N1;A0A075B6S9	
21.64289	22.60089	24.25212	24.09176	22.3213	22.06313	20.62587	24.64042	19.75458	22.00062	18.36256	22.23073	21.09108	19.03298	26.45452	23.17333	23.48419	22.6034			0.69124139232848	0.773431367067375	0.395505905151367	0.366922471862471	EPPK1	A0A075B730;A0A087X1U6	A0A075B730;A0A087X1U6	
28.43492	28.89432	29.14436	29.11602	29.15083	28.56358	28.1334	29.05276	28.87956	28.45344	28.09275	28.46735	28.8773	28.65233	28.6501	28.31881	28.4626	28.82645			0.0686427474650331	0.298037267080745	0.285402086046009	1.15924542932534	PECAM1	A0A075B738;A0A075B727;A0A075B728;A0A075B737	A0A075B738	
25.98763	26.44006	26.48933	26.94537	27.56819	26.5709	26.33094	27.00196	26.15767	27.07694	27.49686	27.07429	26.85828	27.34934	27.27746	26.77329	26.94101	26.69246			0.027966419467597	0.156183486238532	-0.449762132432728	-1.57206299911965	MRPS21	P82921;A0A075B746	P82921;A0A075B746	28S ribosomal protein S21, mitochondrial
25.88145	26.17253	24.79576	26.07425	25.14176	25.51773	26.40761	25.87169	25.11577	25.07419	25.86053	24.53261	25.025	25.22659	25.19005	24.39865	29.02054	23.99006			0.580739456864018	0.703345182972367	0.295591566297741	0.47345459577683	PDE4DIP	A0A087WX83;A0A075B749;A0A087WVF8;Q5VU43-3;Q5VU43-8;Q5VU43-12;Q5VU43-9;A0A087WYE4;E9PS60;A0A087WWY1;A0A087X229;A0A087WVQ4;H0YCY0;E9PNE0;A0A087WWK4;H0YCH7;A0A087WWI2;E9PJK3;A0A087X0I1;H0YEW6	A0A087WX83;A0A075B749;A0A087WVF8;Q5VU43-3	Myomegalin
22.89164	22.09149	22.61939	22.10898	22.0995	22.97577	21.04504	25.43071	22.19584	22.81627	23.79956	23.96314	22.53452	22.02073	20.99755	20.83722	20.94295	21.27997			0.418397510643692	0.546697786998617	0.474049250284832	0.706797205465124	PEX12	O00623;A0A075B773;K7ELY8	O00623;A0A075B773;K7ELY8	Peroxisome assembly protein 12
25.07892	26.3226	20.19643	25.98442	25.08942	20.68812	25.41848	26.33262	19.62074	25.89479	26.08329	22.311	25.48093	25.15128	23.93103	25.54194	26.19496	20.79666			0.522608356416048	0.61517048018047	-0.739349153306748	-0.600572829871413	SYNM	A0A075B7B1;H0YL34;C9JIE4	A0A075B7B1;H0YL34	
24.71246	20.34384	23.83132	24.44006	23.99136	23.70725	23.48628	23.84575	23.72484	22.72096	24.26163	19.99318	21.09476	23.4206	22.86922	20.64153	20.20804	23.62132			0.0470059770424038	0.0940530649588289	1.47243626912435	1.87762702835815	IGHV3OR16-12	A0A075B7B8	A0A075B7B8	
23.63412	22.72754	23.26914	23.52409	23.31507	25.1911	20.97252	20.77979	20.64478	22.11452	20.27322	21.61247	21.16381	23.30327	20.84415	21.22693	25.15673	20.84708			0.266528114413115	0.366400679838538	0.835108862982853	1.0118009580583	POM121C	A8CG34;A0A075B7F8;A0A087WY75;A8CG34-2;A6NF01;C9JFL1	A8CG34;A0A075B7F8;A0A087WY75;A8CG34-2	Nuclear envelope pore membrane protein POM 121C
19.41719	21.27091	20.57125	20.76471	20.70302	21.19629	21.56335	20.28344	21.08618	20.58253	20.75592	21.26702	20.29219	20.52414	21.1204	20.52141	21.66223	20.75604			1.0000001	1	0	0	BCL2L12	Q9HB09;A0A087WSV0;I6LJZ7;Q9HB09-3;M0QZM6;M0R1Z8;I6LJZ9	Q9HB09;A0A087WSV0;I6LJZ7;Q9HB09-3;M0QZM6	Bcl-2-like protein 12
28.90469	29.17779	29.52988	29.06335	29.96168	29.58334	28.37148	29.28273	28.98742	28.97364	28.93213	28.22246	28.62296	28.49564	28.28507	28.47923	27.90598	27.77643	+	atrium_ventricle	0.00132846303781952	0.0257334611697028	0.79653379652235	2.60910796944756	HEL-S-109;NUCB2;Nucb2	V9HW75;A0A087WSV8;P80303;P80303-2;Q2L696;E9PKG6;E9PLR0;E9PLE9;H0YEG8;H0YD18;E9PM22;E9PJP3	V9HW75;A0A087WSV8;P80303;P80303-2;Q2L696;E9PKG6	Nucleobindin-2;Nesfatin-1
30.85527	30.65233	29.99496	30.39846	30.12374	29.83432	30.4773	30.06561	30.10237	29.26215	29.09343	29.30254	29.04536	29.17553	29.49076	29.60267	29.34234	29.29242	+	atrium_ventricle	7.73634267558845E-07	0.00143478260869565	0.988574557834202	4.35879318499153	TXNRD1	Q16881;Q16881-3;Q16881-4;A0A087WSW9;A0A087WSY9;F8W809;Q16881-5;Q16881-2;E9PIR7;E9PKD3;A0A0B4J225;E9PIZ5;E9PLT3;E9PKI4;E9PQI3;E9PRI8	Q16881;Q16881-3;Q16881-4;A0A087WSW9;A0A087WSY9;F8W809;Q16881-5;Q16881-2;E9PIR7	Thioredoxin reductase 1, cytoplasmic
24.17013	23.17945	25.02394	24.18117	22.24809	24.27597	21.18632	21.22397	24.75404	22.97334	20.54614	24.52803	20.65857	20.47764	23.58887	20.89409	21.63653	23.35057			0.0900028394430376	0.153792582417582	1.28770128885905	1.58273653200906	IGHV4-31	A0A087WSY4	A0A087WSY4	
23.79729	25.6807	25.39405	24.17135	25.09788	25.65324	21.90797	24.08829	23.16979	20.23417	22.88818	22.48743	21.19952	21.53316	19.70097	19.85834	23.0922	22.07281	+	atrium_ventricle	0.000210767714057722	0.00251476793248945	2.87708769904243	4.08811740335401	IGKV3D-15	A0A087WSY6	A0A087WSY6	
19.9294	21.49196	20.79626	21.35202	20.06365	21.19364	20.41515	20.25517	21.10353	19.78295	20.95862	20.21744	21.0718	19.78604	19.92301	20.14539	20.90108	21.02026			1.0000001	1	0	0	IGKV1D-8	A0A0G2JQJ0;A0A087WSZ0	A0A0G2JQJ0;A0A087WSZ0	
28.98046	28.66194	28.63955	29.79493	28.44304	28.25705	28.76186	29.50175	28.77266	29.60031	29.20051	29.12394	29.13041	29.24332	29.7348	29.67342	28.21313	28.97364			0.147981972766705	0.345006553079948	-0.34224573771159	-1.05262240438448	GPX4	P36969;A0A087X2I2;A0A087WT12;P36969-2;K7ERP4;K7EJ20;K7EKX7;K7ENB4;R4GNE4;A0A0A0MTT1;A0A087X247	P36969;A0A087X2I2;A0A087WT12;P36969-2;K7ERP4;K7EJ20;K7EKX7;K7ENB4;R4GNE4;A0A0A0MTT1	Phospholipid hydroperoxide glutathione peroxidase, mitochondrial;Glutathione peroxidase
20.503	19.34776	20.5479	20.3186	21.01304	20.93272	20.69636	22.47556	20.89836	22.11645	21.76547	22.02719	21.46996	19.66151	22.38711	23.21521	20.12482	20.52293			0.142200289645718	0.252051565377532	-0.728594038221569	-1.27383254535683	DCAF13	A0A087WT20;Q9NV06;B3KME9;E5RHM4;A0A087X1F8;Q9NV06-2	A0A087WT20;Q9NV06;B3KME9	DDB1- and CUL4-associated factor 13
30.30519	32.61428	31.3156	32.13672	31.36108	28.91036	29.50754	30.30226	29.24613	27.65137	27.78075	28.24173	23.586	24.33599	28.64093	27.07306	25.73143	26.02981	+	atrium_ventricle	4.21487857663829E-05	0.00073015873015873	4.06978628370497	4.9005696047393	TNNI1	P19237;A0A087WT47;G3V489;G3V4F8;G3V3L5	P19237;A0A087WT47;G3V489;G3V4F8;G3V3L5	Troponin I, slow skeletal muscle
20.37035	21.0982	26.33414	21.17869	20.78412	21.63445	20.78778	21.17234	20.11561	19.97767	24.33756	21.35189	21.69889	20.90156	20.21055	22.70157	21.00563	20.01473			0.85860757792474	0.911121670626485	0.141735288831924	0.160536798265768	LAMTOR4	Q0VGL1;A0A087WT92;A0A087WVU0;A0A087WV46;C9JXA7	Q0VGL1;A0A087WT92;A0A087WVU0;A0A087WV46;C9JXA7	Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4, N-terminally processed
29.49675	28.77775	29.78609	29.85571	29.07419	29.38564	28.79563	28.1502	28.83008	29.50105	29.09204	29.04312	28.82293	28.96623	28.90908	28.70309	28.25674	29.0202			0.357020220319886	0.585990672884743	0.204174677530922	0.647601912247286	C11orf54	Q9H0W9;A0A087WT99;Q9H0W9-2;Q9H0W9-4;Q9H0W9-3;E9PPB5;E9PQS1;E9PR95;E9PSC3;E9PLC5;E9PLB3;E9PIP1	Q9H0W9;A0A087WT99;Q9H0W9-2;Q9H0W9-4;Q9H0W9-3;E9PPB5;E9PQS1	Ester hydrolase C11orf54
34.9982	36.17963	35.08532	35.57596	35.8618	35.5997	35.8475	35.56788	35.54398	34.02746	34.38869	34.68786	34.44659	34.03371	33.75842	33.52997	33.55842	33.53693	+	atrium_ventricle	3.21201436106833E-07	0.000759493670886076	1.58799065483941	5.46869689415528	COL1A2	P08123;A0A087WTA8	P08123;A0A087WTA8	Collagen alpha-2(I) chain
21.39388	22.81917	21.36087	23.1346	19.93213	20.91455	21.05407	20.91972	20.17148	22.4926	20.66525	20.90624	21.52897	21.30521	20.53859	24.49485	21.91856	23.15289			0.30957136700888	0.432517940717629	-0.589188469780819	-0.890775156566376	PTPDC1	A0A087WTF0;A2A3K4-2;A2A3K4	A0A087WTF0;A2A3K4-2;A2A3K4	Protein tyrosine phosphatase domain-containing protein 1
20.38309	20.91084	20.24024	21.04249	21.05191	20.98761	20.5315	21.01099	20.81657	20.4863	21.03953	19.78599	20.89602	20.62011	20.01603	20.67099	20.93254	20.81015			1.0000001	1	0	0	CYP2A6;CYP2A13	P11509;Q16696;A0A087WTI7	P11509;Q16696;A0A087WTI7	Cytochrome P450 2A6;Cytochrome P450 2A13
25.19693	26.00943	26.10095	26.05281	26.51281	25.53928	25.70556	26.49013	26.67694	25.68418	26.14511	25.7892	25.1481	25.59821	25.69429	25.6612	25.2352	25.31596			0.0344132597981607	0.169467317073171	0.445931964450413	1.52265346147355	GIMAP1-GIMAP5;GIMAP5	A0A087WTJ2;Q96F15;Q96F15-2;A0A0D9SFP0	A0A087WTJ2;Q96F15;Q96F15-2	GTPase IMAP family member 5
26.74791	25.35981	26.07316	20.65889	25.99172	25.84225	26.97301	20.51703	20.09019	20.11246	24.80632	26.18701	20.68905	20.91868	20.39868	19.89559	20.83356	24.16546			0.0911957135396681	0.133962264150943	2.24968528747559	1.66428669832796	PTPRJ	Q12913;A0A087WTK0;A0A087WVC6;Q12913-2	Q12913;A0A087WTK0;A0A087WVC6	Receptor-type tyrosine-protein phosphatase eta;Protein-tyrosine-phosphatase
24.7265	21.67894	24.0431	25.10494	23.68678	24.65971	20.89938	24.23965	23.72432	24.18926	24.18828	25.12487	24.53641	23.96437	24.44177	24.01129	22.85838	20.5442			0.854726118853636	0.910843699161557	-0.121723810831703	-0.161400547096062	APOB	A0A087WTM7;A8MUN2	A0A087WTM7	
24.76218	24.77766	25.03074	25.23739	26.52404	26.01818	23.69827	25.80082	25.45265	23.99757	24.27994	23.3864	24.76946	24.19798	23.93957	25.09342	24.44354	24.8692			0.0122341619762402	0.0570679611650485	0.924983130560982	2.16316799146904	SLC39A7	Q92504;A0A087WTX2;A2AAT0	Q92504;A0A087WTX2	Zinc transporter SLC39A7
26	26.01329	24.87722	23.00797	25.97292	24.67616	20.60256	25.06435	20.93985	22.50937	24.67896	21.47998	20.56974	20.3906	20.29133	20.44831	20.25616	20.38695	+	atrium_ventricle	0.00401464904232021	0.0126968838526912	2.90477222866482	3.0085674837368	IGKC	A0A087WTX5;A0A0C4DH73;A0A0B4J2E7	A0A087WTX5	
20.50833	20.73868	20.24947	22.72626	21.80735	22.97539	20.63867	23.08592	21.28031	21.42211	20.96518	21.12687	20.06491	20.2548	20.58599	20.42451	20.60611	26.61835			0.783661037656123	0.853416470588235	0.215724521213108	0.247212916086868	GBA3	Q9H227;A0A087WTY7;A0A087WWR5;Q9H227-2	Q9H227;A0A087WTY7	Cytosolic beta-glucosidase
25.84036	25.53653	25.21519	25.82311	25.12262	22.46084	25.40402	24.23316	24.63251	25.78034	25.38354	25.39709	25.50579	25.00183	25.12092	23.4784	21.17945	24.60569			0.608857624723962	0.720708890521675	0.31281026204427	0.447310366863864	ERGIC2	Q96RQ1;A0A087WU02;H0YI50;F8VPA6;F8W0R1;H0YI58;F8VR88;F8VUZ2;F8VRW9;H0YHS0;H0YHJ8	Q96RQ1;A0A087WU02;H0YI50;F8VPA6	Endoplasmic reticulum-Golgi intermediate compartment protein 2
25.25119	24.58526	24.42304	24.00144	22.50686	19.43203	24.21956	21.67791	25.502	25.29842	25.63059	26.63644	25.20918	26.73376	25.19656	24.49869	20.73485	25.23037			0.105138439782484	0.164194573130377	-1.50773069593642	-1.54203026662979	GYPA;GPErik	P02724;P02724-3;Q13030;E9PH25;E7EQF3;E9PD10;A0A087WU29;A0A0C4DFT7;P02724-2	P02724;P02724-3;Q13030;E9PH25;E7EQF3;E9PD10;A0A087WU29;A0A0C4DFT7;P02724-2	Glycophorin-A
28.09894	26.96532	27.76294	27.31475	27.47808	27.26132	25.5571	26.55844	26.59263	28.07658	27.71712	27.46747	27.68097	27.30861	26.29204	26.58663	24.69546	25.98811			0.65918465042249	0.774232532140861	0.197394265068901	0.366047672155028	MAGT1	Q9H0U3;A0A087WU53;Q9H0U3-2	Q9H0U3;A0A087WU53	Magnesium transporter protein 1
19.81609	21.09779	22.9307	21.1205	20.83181	22.92555	20.75685	20.80181	19.46964	20.93276	20.2019	21.05251	20.33313	20.6423	20.14302	20.63408	20.1733	20.59525			0.191534597063765	0.324629864253394	0.560276879204643	1.09676836561197	POLA1	P09884;A0A087WU64;A6NMQ1	P09884;A0A087WU64;A6NMQ1	DNA polymerase alpha catalytic subunit;DNA polymerase
20.79121	20.63778	20.29688	21.88193	20.74966	20.2732	19.80094	20.94777	20.78759	21.04791	20.3093	23.03096	20.05634	24.52844	20.80846	20.11255	20.94182	20.69983			0.283244369346489	0.406371859296482	-0.596519470214844	-0.936126845464108	CHST13	Q8NET6;A0A087WU70;Q8NET6-2	Q8NET6;A0A087WU70;Q8NET6-2	Carbohydrate sulfotransferase 13
