RA3	RA4	RA8	LA3	LA4	LA8	SepA3	SepA4	SepA8	RV3	RV4	RV8	LV3	LV4	LV8	SepV3	SepV4	SepV8	Student's T-test Significant atrium_ventricle	Student's T-test significant	Student's T-test p-value atrium_ventricle	Student's T-test q-value atrium_ventricle	Student's T-test Difference atrium_ventricle	Student's T-test Test statistic atrium_ventricle	Gene names	Protein IDs	Majority protein IDs	Protein names
28.14009	28.43806	28.61354	27.89423	28.30304	28.3697	27.56173	28.27133	28.17226	28.08811	27.49259	27.7656	27.82687	27.66723	27.90167	27.26571	27.63616	27.29246	+	atrium_ventricle	0.00133288829267723	0.0486174142480211	0.536398569742836	2.2509229728436	BAG6;BAT3	P46379;A0A024RCR6;A0A0G2JK23;P46379-2;P46379-3;A0A0G2JL47;P46379-5;P46379-4;F6S6P2;X6REW1;A0A0G2JJM1;F6UR09;A0A0G2JJR8;F6VEM6;F6X9W3;F6U341;F6U1F2;F6XTU0;F6WML8;H0Y710;F6TC96;H0Y4L1	P46379;A0A024RCR6;A0A0G2JK23;P46379-2;P46379-3;A0A0G2JL47;P46379-5;P46379-4;F6S6P2;X6REW1;A0A0G2JJM1	Large proline-rich protein BAG6
19.6393	21.44441	20.93567	20.69646	20.93916	21.31012	23.11432	20.07732	20.68806	23.90637	25.05072	21.35445	23.79422	25.86554	23.63345	20.76149	20.56308	23.27441	+	atrium_ventricle	0.00743147026214806	0.0223810504634398	-2.1509895324707	-2.68131787771095	TMCO4	A0A075B6H3;Q5TGY1;Q5TGY1-2	A0A075B6H3;Q5TGY1;Q5TGY1-2	Transmembrane and coiled-coil domain-containing protein 4
20.08441	20.00297	21.36648	20.02784	20.91439	20.52985	19.8607	26.10494	21.70337	21.3664	21.02427	21.31301	21.08832	19.28714	19.99013	20.97628	20.71576	20.22155			0.470351757746522	0.586381917899285	0.512451807657875	0.646195463556276	IGLV4-69	A0A075B6H9;A0A075B6K6	A0A075B6H9	
25.52755	25.40435	27.2985	25.77733	25.17782	26.04256	24.9619	26.35102	24.56221	24.87867	26.82104	26.02711	24.45413	27.47661	25.84494	20.97352	27.14024	25.02013			0.704110787370024	0.791167696744953	0.274095111423069	0.338848630281147	IGLV8-61	A0A075B6I0	A0A075B6I0	
27.68552	26.90334	27.03423	25.93834	28.22596	25.9849	27.69717	26.93742	27.24164	26.11565	27.19563	26.16603	26.7166	27.56645	20.5645	27.02918	25.97049	26.53401			0.163650370454384	0.247341502397443	1.0877742767334	1.28721808236394	IGLV6-57	A0A075B6I2;P06319	A0A075B6I2	
27.23325	27.04885	27.06456	26.90231	23.7545	26.015	21.4314	27.73783	27.09999	26.12252	21.35727	27.51028	25.66213	25.51569	26.32187	24.53368	23.35797	21.46074			0.186630994776223	0.26046453624318	1.38283560011122	1.25460249169283	IGLV1-51	A0A075B6I5;P01702;P06316	A0A075B6I5;P01702;P06316	Ig lambda chain V-I region NIG-64;Ig lambda chain V-I region BL2
26.37458	27.07163	27.88728	27.58792	27.17465	27.1517	26.12623	26.21634	27.34104	25.83973	25.95074	25.69453	24.64647	26.26288	25.62862	21.87997	20.40889	20.56911	+	atrium_ventricle	0.00322852851220805	0.0109613601236476	2.89449204338921	3.09012104470972	IGLV1-47;IGLV1-44	A0A075B6I8;A0A0G2JQC2;A0A0B4J1U1	A0A075B6I8;A0A0G2JQC2;A0A0B4J1U1	
22.80337	22.39407	20.94269	23.21518	21.30339	21.93215	20.84985	25.82753	20.47622	22.83984	20.90075	20.82981	20.77424	20.40907	20.72118	21.24509	20.53607	20.45351			0.0595075913167735	0.118089030206677	1.22609731886122	1.74044203333953	IGLV7-46	A0A075B6I9	A0A075B6I9	
24.86802	23.92551	23.61706	24.4665	22.76223	21.281	23.62667	20.41437	20.23694	24.75057	23.55274	21.22279	20.91999	23.34976	20.94087	21.47346	20.90368	21.57094			0.349171369087414	0.455689504649839	0.723721186319988	0.851039489309757	IGLV1-40	A0A075B6J0	A0A075B6J0	
26.56173	27.04864	26.29894	27.12366	26.26549	26.05385	27.2985	27.27959	26.89111	25.67748	26.2891	26.10229	25.3199	25.04072	24.77751	25.02039	25.81074	25.05088	+	atrium_ventricle	5.07318363977354E-05	0.00327631578947368	1.30361111958822	3.85643368951186	IGLV3-25	A0A075B6J4	A0A075B6J4	
29.23779	29.0759	28.71027	28.96334	28.05755	28.3815	28.75235	28.69534	28.81577	29.139	28.04328	28.50771	27.31164	27.78787	27.59114	27.13016	27.18811	27.88716	+	atrium_ventricle	0.00231628672474238	0.0266777777777778	0.900416268242729	2.58025433366143	IGLV3-21	A0A075B6J7;P01720	A0A075B6J7	
25.24035	24.30389	22.40585	26.01676	24.09909	22.95317	24.46295	23.98815	24.37743	24.50397	21.04773	20.598	20.67713	20.69509	20.89972	22.77644	24.19985	21.25398	+	atrium_ventricle	0.00187926665451928	0.00905739130434783	2.35508134629991	3.20930355598052	IGLV3-19	A0A075B6J8	A0A075B6J8	
27.92779	23.66677	20.17564	23.27099	22.6344	20.48554	20.75363	19.9681	20.20159	24.94949	23.95518	24.40458	22.14622	25.49905	24.98377	22.51994	21.14219	21.4687			0.213678152971141	0.289709276844412	-1.33162922329373	-1.18026788202827	IGLV2-18	A0A075B6J9	A0A075B6J9	
24.29649	24.6473	25.11	24.69816	24.75888	24.51953	22.66405	24.58858	24.55028	23.26155	23.84527	22.0282	20.13814	23.84192	23.63134	20.4399	20.85264	25.3072	+	atrium_ventricle	0.0117610398598799	0.0335533661740558	1.83190133836534	2.46071592228527	IGLV3-16	A0A075B6K0	A0A075B6K0	
22.618	20.86514	21.39623	20.71849	20.54478	21.26074	23.30591	20.26002	19.8155	21.28056	20.39994	20.10354	22.06388	20.68056	20.90013	21.41038	20.46672	20.4591			0.443371808471588	0.591876567656766	0.335555606418186	0.636808267287075	IGLV2-14	A0A075B6K1	A0A075B6K1	
23.9771	20.45834	20.2644	20.47199	20.52299	20.93219	21.06295	20.38513	20.52622	20.23576	20.22368	20.65835	20.20612	20.7639	20.22616	20.40415	21.13577	21.3973			0.382201711663471	0.535109636871508	0.372236463758682	0.723842057641666	IGLV3-12	A0A075B6K2	A0A075B6K2	
24.2071	25.50558	25.45441	20.78012	24.05755	23.87886	21.54745	23.95704	22.7343	24.76177	21.55623	20.45119	24.10262	24.89231	22.90492	22.07173	20.20396	21.53727			0.198005431074209	0.28450061591525	1.07115597195095	1.19339765230294	IGLV2-11	A0A075B6K3	A0A075B6K3	
25.13422	25.74825	25.90378	23.5566	24.12029	24.83731	22.83364	25.16473	25.19494	20.56298	20.17414	24.97022	22.03302	24.60654	20.68846	23.22419	21.51341	23.36453	+	atrium_ventricle	0.00312619307575984	0.0122865497076023	2.37291759914822	3.03088395089867	IGLV3-10	A0A075B6K4	A0A075B6K4	
25.07537	26.49779	25.17135	25.15973	25.70975	25.90474	25.14328	26.27654	24.63367	24.77238	25.2932	22.90602	21.94213	24.28567	23.65097	21.17852	21.4856	23.35555	+	atrium_ventricle	0.000486118114073669	0.00476571428571429	2.3002429538303	3.66518538347175	IGLV3-9	A0A075B6K5	A0A075B6K5	
32.37762	32.54559	31.76636	31.80374	31.12195	31.10942	33.33218	32.97574	32.92357	32.36082	32.46056	33.37503	32.36244	32.20531	32.16824	32.11846	31.40928	31.18954			0.921838185447047	0.958235897435897	0.0340552859836194	0.0771087174674318	IGLC3;IGLC2	A0A075B6L0;A0A075B6K9;P0CG05;P0CG06;P0CF74	A0A075B6L0;A0A075B6K9;P0CG05;P0CG06	Ig lambda-2 chain C regions;Ig lambda-3 chain C regions
20.67954	20.95623	20.53695	21.02441	20.53497	22.89349	22.66969	20.56726	20.99819	21.67905	21.27679	22.06108	20.13182	20.76034	20.31012	22.04863	24.54079	20.82862			0.575227933316433	0.694616005983545	-0.308503044976128	-0.482579352532272	BCORL1	A0A075B6Q3;Q5H9F3-3;Q5H9F3;Q5H9F3-2;H7C4B2;H7C231;H7BZ37;H7C2V9;A6NE70	A0A075B6Q3;Q5H9F3-3;Q5H9F3;Q5H9F3-2	BCL-6 corepressor-like protein 1
27.80261	27.02337	26.66126	25.41035	25.9391	26.66357	27.3479	27.90323	26.26451	26.20494	27.5253	26.41545	25.40354	25.22468	25.6174	25.2387	27.06795	25.68646			0.077854426523452	0.177010243277849	0.736832512749565	1.50043333590453	IGKV2-24;IGKV2D-24	A0A0C4DH68;A0A075B6R9	A0A0C4DH68;A0A075B6R9	
25.84472	23.42419	20.85411	20.67188	25.78671	20.04098	20.64161	21.44264	20.62025	21.27699	20.89726	20.98084	20.51102	20.36107	19.32918	20.6244	21.54202	21.26752			0.0985870842047641	0.161066756574511	1.39297485351563	1.55772385277105	IGKV2-30	A0A075B6S3;P06310	A0A075B6S3;P06310	Ig kappa chain V-II region RPMI 6410
20.05781	21.40137	19.82111	23.10574	20.99811	20.98862	20.79771	20.66803	20.72189	23.86929	23.76375	21.2897	20.32227	19.98831	20.07121	20.72777	20.87109	20.79047			0.560605159239159	0.678878709481053	-0.348163180881077	-0.507665301955769	IGKV1-27	A0A075B6S5	A0A075B6S5	
20.40852	20.99514	20.68245	21.03234	23.18547	21.13949	20.66492	21.49058	20.49441	19.77364	20.00214	20.98185	20.2268	20.16577	20.11007	21.14583	20.4117	21.14639			0.0562077058115146	0.155350344827586	0.681012471516926	1.58071280968821	IGKV1-37;IGKV1D-37	A0A0E3D6N1;A0A075B6S9	A0A0E3D6N1;A0A075B6S9	
21.64289	22.60089	24.25212	24.09176	22.3213	22.06313	20.62587	24.64042	19.75458	22.00062	18.36256	22.23073	20.05766	19.03298	26.45452	23.17333	23.48419	22.6034			0.616253374055984	0.707799644339063	0.510330835978188	0.464582083238516	EPPK1	A0A075B730;A0A087X1U6	A0A075B730;A0A087X1U6	
28.43492	28.89432	29.14436	29.11602	29.15083	28.56358	28.1334	29.05276	28.87956	28.45344	28.09275	28.46735	28.8773	28.65233	28.6501	28.31881	28.4626	28.82645			0.0686427474650331	0.298144733699546	0.285402086046009	1.15924542932534	PECAM1	A0A075B738;A0A075B727;A0A075B728;A0A075B737	A0A075B738	
25.98763	26.44006	26.48933	26.94537	27.56819	26.5709	26.33094	27.00196	26.15767	27.07694	27.49686	27.07429	26.85828	27.34934	27.27746	26.77329	26.94101	26.69246			0.027966419467597	0.157553198768389	-0.449762132432728	-1.57206299911965	MRPS21	P82921;A0A075B746	P82921;A0A075B746	28S ribosomal protein S21, mitochondrial
25.88145	26.17253	24.79576	26.07425	25.14176	25.51773	26.40761	25.87169	25.11577	25.07419	25.86053	24.53261	25.025	25.22659	25.19005	24.39865	29.02054	23.99006			0.580739456864018	0.70089272429698	0.295591566297741	0.47345459577683	PDE4DIP	A0A087WX83;A0A075B749;A0A087WVF8;Q5VU43-3;Q5VU43-8;Q5VU43-12;Q5VU43-9;A0A087WYE4;E9PS60;A0A087WWY1;A0A087X229;A0A087WVQ4;H0YCY0;E9PNE0;A0A087WWK4;H0YCH7;A0A087WWI2;E9PJK3;A0A087X0I1;H0YEW6	A0A087WX83;A0A075B749;A0A087WVF8;Q5VU43-3	Myomegalin
22.89164	22.09149	22.61939	22.10898	22.0995	22.97577	21.02384	25.43071	22.19584	22.81627	23.79956	23.96314	22.53452	22.02073	19.92602	20.88417	20.43614	21.25003			0.31809513351854	0.434137957911146	0.645175298055012	0.888584976067228	PEX12	O00623;A0A075B773;K7ELY8	O00623;A0A075B773;K7ELY8	Peroxisome assembly protein 12
25.07892	26.3226	21.17845	25.98442	25.08942	20.83965	25.41848	26.33262	20.3111	25.89479	26.08329	22.311	25.48093	25.15128	23.93103	25.54194	26.19496	20.88031			0.608371749602254	0.698098644017285	-0.545985539754231	-0.476999353732855	SYNM	A0A075B7B1;H0YL34;C9JIE4	A0A075B7B1;H0YL34	
24.71246	20.44542	23.83132	24.44006	23.99136	23.70725	23.48628	23.84575	23.72484	22.72096	24.26163	20.70877	20.58795	23.4206	22.86922	20.83214	21.56717	23.62132			0.0542627510809436	0.108417290108063	1.28833283318414	1.78868405893124	IGHV3OR16-12	A0A075B7B8	A0A075B7B8	
23.63412	22.72754	23.26914	23.52409	23.31507	25.1911	20.51091	20.41543	20.62612	22.11452	20.16202	21.17938	21.03757	23.30327	21.15701	20.34595	25.15673	22.27227			0.36302454326748	0.468710496824804	0.72053231133355	0.828643539499935	POM121C	A8CG34;A0A075B7F8;A0A087WY75;A8CG34-2;A6NF01;C9JFL1	A8CG34;A0A075B7F8;A0A087WY75;A8CG34-2	Nuclear envelope pore membrane protein POM 121C
20.86183	20.87287	20.70855	20.56953	20.66089	21.44438	20.87076	21.13727	20.51932	20.14331	21.17726	21.74821	20.00225	21.81649	21.14614	21.13825	20.38039	20.90738			1.0000001	1	0	0	BCL2L12	Q9HB09;A0A087WSV0;I6LJZ7;Q9HB09-3;M0QZM6;M0R1Z8;I6LJZ9	Q9HB09;A0A087WSV0;I6LJZ7;Q9HB09-3;M0QZM6	Bcl-2-like protein 12
28.90469	29.17779	29.52988	29.06335	29.96168	29.58334	28.37148	29.28273	28.98742	28.97364	28.93213	28.22246	28.62296	28.49564	28.28507	28.47923	27.90598	27.77643	+	atrium_ventricle	0.00132846303781952	0.0252571428571429	0.79653379652235	2.60910796944756	HEL-S-109;NUCB2;Nucb2	V9HW75;A0A087WSV8;P80303;P80303-2;Q2L696;E9PKG6;E9PLR0;E9PLE9;H0YEG8;H0YD18;E9PM22;E9PJP3	V9HW75;A0A087WSV8;P80303;P80303-2;Q2L696;E9PKG6	Nucleobindin-2;Nesfatin-1
30.85527	30.65233	29.99496	30.39846	30.12374	29.83432	30.4773	30.06561	30.10237	29.26215	29.09343	29.30254	29.04536	29.17553	29.49076	29.60267	29.34234	29.29242	+	atrium_ventricle	7.73634267558845E-07	0.00174193548387097	0.988574557834202	4.35879318499153	TXNRD1	Q16881;Q16881-3;Q16881-4;A0A087WSW9;A0A087WSY9;F8W809;Q16881-5;Q16881-2;E9PIR7;E9PKD3;A0A0B4J225;E9PIZ5;E9PLT3;E9PKI4;E9PQI3;E9PRI8	Q16881;Q16881-3;Q16881-4;A0A087WSW9;A0A087WSY9;F8W809;Q16881-5;Q16881-2;E9PIR7	Thioredoxin reductase 1, cytoplasmic
24.17013	23.17945	25.02394	24.18117	22.24809	24.27597	20.42075	20.896	24.75404	22.97334	21.75119	24.52803	20.70288	20.47764	23.58887	20.66905	21.63653	23.35057			0.177475390775221	0.264367378440957	1.05238490634494	1.24396264794979	IGHV4-31	A0A087WSY4	A0A087WSY4	
23.79729	25.6807	25.39405	24.17135	25.09788	25.65324	21.90797	24.08829	23.16979	19.91	22.88818	22.48743	20.25009	20.45246	21.09221	19.85834	23.0922	22.07281	+	atrium_ventricle	0.000153489533748665	0.00202843601895735	2.98409250047472	4.22445615200954	IGKV3D-15	A0A087WSY6	A0A087WSY6	
20.86962	21.18212	20.49497	20.60398	20.84595	21.23876	20.71306	20.86841	20.2445	20.16959	20.38507	20.89452	20.48986	20.89882	20.8389	20.6271	20.22267	20.78398			1.0000001	1	0	0	IGKV1D-8	A0A0G2JQJ0;A0A087WSZ0	A0A0G2JQJ0;A0A087WSZ0	
28.98046	28.66194	28.63955	29.79493	28.44304	28.25705	28.76186	29.50175	28.77266	29.60031	29.20051	29.12394	29.13041	29.24332	29.7348	29.67342	28.21313	28.97364			0.147981972766705	0.345767177242888	-0.34224573771159	-1.05262240438448	GPX4	P36969;A0A087X2I2;A0A087WT12;P36969-2;K7ERP4;K7EJ20;K7EKX7;K7ENB4;R4GNE4;A0A0A0MTT1;A0A087X247	P36969;A0A087X2I2;A0A087WT12;P36969-2;K7ERP4;K7EJ20;K7EKX7;K7ENB4;R4GNE4;A0A0A0MTT1	Phospholipid hydroperoxide glutathione peroxidase, mitochondrial;Glutathione peroxidase
20.503	19.34776	20.28648	20.3186	21.01304	20.93272	21.07862	22.47556	20.18011	22.11645	21.76547	22.02719	21.46996	20.82206	22.38711	23.21521	21.31563	20.65279			0.0145361573449983	0.0553749227918468	-1.07066451178657	-2.18153569042387	DCAF13	A0A087WT20;Q9NV06;B3KME9;E5RHM4;A0A087X1F8;Q9NV06-2	A0A087WT20;Q9NV06;B3KME9	DDB1- and CUL4-associated factor 13
30.30519	32.61428	31.3156	32.13672	31.36108	28.91036	29.50754	30.30226	29.24613	27.65137	27.78075	28.24173	23.586	24.33599	28.64093	27.07306	25.73143	26.02981	+	atrium_ventricle	4.21487857663829E-05	0.000864	4.06978628370497	4.9005696047393	TNNI1	P19237;A0A087WT47;G3V489;G3V4F8;G3V3L5	P19237;A0A087WT47;G3V489;G3V4F8;G3V3L5	Troponin I, slow skeletal muscle
20.44135	20.07455	26.33414	19.97685	20.81058	20.72777	20.74491	21.57918	20.5995	19.59952	24.33756	21.15715	20.64952	20.01749	20.92114	22.70157	20.09396	21.32222			0.948036731806813	0.967172348708269	0.0542996724446603	0.0590082325845153	LAMTOR4	Q0VGL1;A0A087WT92;A0A087WVU0;A0A087WV46;C9JXA7	Q0VGL1;A0A087WT92;A0A087WVU0;A0A087WV46;C9JXA7	Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4, N-terminally processed
29.49675	28.77775	29.78609	29.85571	29.07419	29.38564	28.79563	28.1502	28.83008	29.50105	29.09204	29.04312	28.82293	28.96623	28.90908	28.70309	28.25674	29.0202			0.357020220319886	0.58535639447863	0.204174677530922	0.647601912247286	C11orf54	Q9H0W9;A0A087WT99;Q9H0W9-2;Q9H0W9-4;Q9H0W9-3;E9PPB5;E9PQS1;E9PR95;E9PSC3;E9PLC5;E9PLB3;E9PIP1	Q9H0W9;A0A087WT99;Q9H0W9-2;Q9H0W9-4;Q9H0W9-3;E9PPB5;E9PQS1	Ester hydrolase C11orf54
34.9982	36.17963	35.08532	35.57596	35.8618	35.5997	35.8475	35.56788	35.54398	34.02746	34.38869	34.68786	34.44659	34.03371	33.75842	33.52997	33.55842	33.53693	+	atrium_ventricle	3.21201436106833E-07	0.000607594936708861	1.58799065483941	5.46869689415528	COL1A2	P08123;A0A087WTA8	P08123;A0A087WTA8	Collagen alpha-2(I) chain
21.39388	22.81917	20.7276	23.1346	20.59052	21.04327	20.86431	20.488	20.27304	22.4926	20.57448	21.17634	20.43552	21.59844	19.98376	24.49485	21.91856	23.15289			0.41056528366031	0.536043280977312	-0.499229855007595	-0.722683965126865	PTPDC1	A0A087WTF0;A2A3K4-2;A2A3K4	A0A087WTF0;A2A3K4-2;A2A3K4	Protein tyrosine phosphatase domain-containing protein 1
20.55011	19.80298	19.30868	21.33783	20.54338	20.90539	20.57483	20.10706	20.96797	20.43698	20.97941	20.99161	20.29864	20.19518	21.23134	21.02824	20.65143	21.29889			1.0000001	1	0	0	CYP2A6;CYP2A13	P11509;Q16696;A0A087WTI7	P11509;Q16696;A0A087WTI7	Cytochrome P450 2A6;Cytochrome P450 2A13
25.19693	26.00943	26.10095	26.05281	26.51281	25.53928	25.70556	26.49013	26.67694	25.68418	26.14511	25.7892	25.1481	25.59821	25.69429	25.6612	25.2352	25.31596			0.0344132597981607	0.170404955983045	0.445931964450413	1.52265346147355	GIMAP1-GIMAP5;GIMAP5	A0A087WTJ2;Q96F15;Q96F15-2;A0A0D9SFP0	A0A087WTJ2;Q96F15;Q96F15-2	GTPase IMAP family member 5
26.74791	25.35981	26.07316	19.86549	25.99172	25.84225	26.97301	21.0724	19.67367	21.06601	24.80632	26.18701	21.70336	21.32358	20.98772	20.34686	20.1794	24.16546			0.152711297601462	0.210292654713707	1.87041282653809	1.38989427376596	PTPRJ	Q12913;A0A087WTK0;A0A087WVC6;Q12913-2	Q12913;A0A087WTK0;A0A087WVC6	Receptor-type tyrosine-protein phosphatase eta;Protein-tyrosine-phosphatase
24.7265	20.48406	24.0431	25.10494	23.68678	24.65971	20.09999	24.23965	23.72432	24.18926	24.18828	25.12487	24.53641	23.96437	24.44177	24.01129	22.85838	20.47034			0.666657944748078	0.759383918459796	-0.335102081298828	-0.388011884334366	APOB	A0A087WTM7;A8MUN2	A0A087WTM7	
24.76218	24.77766	25.03074	25.23739	26.52404	26.01818	23.69827	25.80082	25.45265	23.99757	24.27994	23.3864	24.76946	24.19798	23.93957	25.09342	24.44354	24.8692			0.0122341619762402	0.0570871670702179	0.924983130560982	2.16316799146904	SLC39A7	Q92504;A0A087WTX2;A2AAT0	Q92504;A0A087WTX2	Zinc transporter SLC39A7
26	26.01329	24.87722	23.00797	25.97292	24.67616	21.36941	25.06435	20.65946	22.50937	24.67896	19.78791	20.76407	19.94007	20.64715	20.69718	20.09951	21.13305	+	atrium_ventricle	0.00257490675132114	0.00919250425894378	3.04261504279243	3.19234176105264	IGKC	A0A087WTX5;A0A0C4DH73;A0A0B4J2E7	A0A087WTX5	
20.20881	20.85727	21.38636	22.72626	21.80735	22.97539	21.19154	23.08592	20.62451	20.56834	21.26392	20.5554	21.3007	19.22528	20.59357	20.19035	20.96853	26.61835			0.620032023308027	0.719291213635028	0.397662056816948	0.448567019075787	GBA3	Q9H227;A0A087WTY7;A0A087WWR5;Q9H227-2	Q9H227;A0A087WTY7	Cytosolic beta-glucosidase
25.84036	25.53653	25.21519	25.82311	25.12262	22.46084	25.40402	24.23316	24.63251	25.78034	25.38354	25.39709	25.50579	25.00183	25.12092	23.4784	20.15734	24.60569			0.542472903626243	0.656356830941984	0.426377614339192	0.543089290863015	ERGIC2	Q96RQ1;A0A087WU02;H0YI50;F8VPA6;F8W0R1;H0YI58;F8VR88;F8VUZ2;F8VRW9;H0YHS0;H0YHJ8	Q96RQ1;A0A087WU02;H0YI50;F8VPA6	Endoplasmic reticulum-Golgi intermediate compartment protein 2
25.25119	24.58526	24.42304	24.00144	22.50686	21.21372	24.21956	19.9715	25.502	25.29842	25.63059	26.63644	25.20918	26.73376	25.19656	24.49869	20.28308	25.23037			0.123908659420966	0.187764200184219	-1.44916915893555	-1.46035207831963	GYPA;GPErik	P02724;P02724-3;Q13030;E9PH25;E7EQF3;E9PD10;A0A087WU29;A0A0C4DFT7;P02724-2	P02724;P02724-3;Q13030;E9PH25;E7EQF3;E9PD10;A0A087WU29;A0A0C4DFT7;P02724-2	Glycophorin-A
28.09894	26.96532	27.76294	27.31475	27.47808	27.26132	25.5571	26.55844	26.59263	28.07658	27.71712	27.46747	27.68097	27.30861	26.29204	26.58663	24.69546	25.98811			0.65918465042249	0.77292578125	0.197394265068901	0.366047672155028	MAGT1	Q9H0U3;A0A087WU53;Q9H0U3-2	Q9H0U3;A0A087WU53	Magnesium transporter protein 1
20.11182	20.02865	22.9307	20.32776	21.63095	22.92555	20.14216	22.026	21.06294	19.40231	20.2286	20.85598	20.07771	20.83942	19.58689	21.12848	21.05379	21.33193			0.125757453317596	0.231879319802523	0.742381625705296	1.32674571317251	POLA1	P09884;A0A087WU64;A6NMQ1	P09884;A0A087WU64;A6NMQ1	DNA polymerase alpha catalytic subunit;DNA polymerase
20.31535	20.66486	21.29352	21.88193	20.9992	20.57189	20.67676	20.62206	20.86129	21.16772	19.68777	23.03096	20.07337	24.52844	20.03591	20.34395	20.81409	20.86522			0.600858943436756	0.717037407952872	-0.295619540744358	-0.452111129677554	CHST13	Q8NET6;A0A087WU70;Q8NET6-2	Q8NET6;A0A087WU70;Q8NET6-2	Carbohydrate sulfotransferase 13
