RA3	RA4	RA8	LA3	LA4	LA8	SepA3	SepA4	SepA8	RV3	RV4	RV8	LV3	LV4	LV8	SepV3	SepV4	SepV8	Student's T-test Significant atrium_ventricle	Student's T-test significant	Student's T-test p-value atrium_ventricle	Student's T-test q-value atrium_ventricle	Student's T-test Difference atrium_ventricle	Student's T-test Test statistic atrium_ventricle	Gene names	Protein IDs	Majority protein IDs	Protein names
28.14009	28.43806	28.61354	27.89423	28.30304	28.3697	27.56173	28.27133	28.17226	28.08811	27.49259	27.7656	27.82687	27.66723	27.90167	27.26571	27.63616	27.29246			0.00133288829267723	0.0524392523364486	0.536398569742836	2.2509229728436	BAG6;BAT3	P46379;A0A024RCR6;A0A0G2JK23;P46379-2;P46379-3;A0A0G2JL47;P46379-5;P46379-4;F6S6P2;X6REW1;A0A0G2JJM1;F6UR09;A0A0G2JJR8;F6VEM6;F6X9W3;F6U341;F6U1F2;F6XTU0;F6WML8;H0Y710;F6TC96;H0Y4L1	P46379;A0A024RCR6;A0A0G2JK23;P46379-2;P46379-3;A0A0G2JL47;P46379-5;P46379-4;F6S6P2;X6REW1;A0A0G2JJM1	Large proline-rich protein BAG6
NaN	NaN	20.93567	NaN	NaN	NaN	23.11432	NaN	NaN	23.90637	25.05072	21.35445	23.79422	25.86554	23.63345	NaN	NaN	23.27441			0.159639687916325	0.237612642905178	-1.81488009861537	-1.44782256259651	TMCO4	A0A075B6H3;Q5TGY1;Q5TGY1-2	A0A075B6H3;Q5TGY1;Q5TGY1-2	Transmembrane and coiled-coil domain-containing protein 4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.10494	21.70337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1	1	NaN	0	IGLV4-69	A0A075B6H9;A0A075B6K6	A0A075B6H9	
25.52755	25.40435	27.2985	25.77733	25.17782	26.04256	24.9619	26.35102	24.56221	24.87867	26.82104	26.02711	24.45413	27.47661	25.84494	NaN	27.14024	25.02013			0.561523812256088	0.727656395248752	-0.279720809724594	-0.48978907490348	IGLV8-61	A0A075B6I0	A0A075B6I0	
27.68552	26.90334	27.03423	25.93834	28.22596	25.9849	27.69717	26.93742	27.24164	26.11565	27.19563	26.16603	26.7166	27.56645	NaN	27.02918	25.97049	26.53401			0.232952048422423	0.42747564469914	0.410301605860393	0.953982716944176	IGLV6-57	A0A075B6I2;P06319	A0A075B6I2	
27.23325	27.04885	27.06456	26.90231	23.7545	26.015	NaN	27.73783	27.09999	26.12252	NaN	27.51028	25.66213	25.51569	26.32187	24.53368	23.35797	NaN			0.145009692568412	0.24977587906671	1.03215738705226	1.3480264883469	IGLV1-51	A0A075B6I5;P01702;P06316	A0A075B6I5;P01702;P06316	Ig lambda chain V-I region NIG-64;Ig lambda chain V-I region BL2
26.37458	27.07163	27.88728	27.58792	27.17465	27.1517	26.12623	26.21634	27.34104	25.83973	25.95074	25.69453	24.64647	26.26288	25.62862	NaN	NaN	NaN	+	atrium_ventricle	0.000995668388536374	0.0114657039711191	1.32187885708279	3.20062290783776	IGLV1-47;IGLV1-44	A0A075B6I8;A0A0G2JQC2;A0A0B4J1U1	A0A075B6I8;A0A0G2JQC2;A0A0B4J1U1	
22.80337	22.39407	NaN	23.21518	NaN	21.93215	NaN	25.82753	NaN	22.83984	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1	1	0.39461441040039	0	IGLV7-46	A0A075B6I9	A0A075B6I9	
24.86802	23.92551	23.61706	24.4665	22.76223	NaN	23.62667	NaN	NaN	24.75057	23.55274	NaN	NaN	23.34976	NaN	NaN	NaN	NaN			0.990175838806127	1	-0.00669193267822266	-0.0107161164725507	IGLV1-40	A0A075B6J0	A0A075B6J0	
26.56173	27.04864	26.29894	27.12366	26.26549	26.05385	27.2985	27.27959	26.89111	25.67748	26.2891	26.10229	25.3199	25.04072	24.77751	25.02039	25.81074	25.05088	+	atrium_ventricle	5.07318363977354E-05	0.00307806691449814	1.30361111958822	3.85643368951186	IGLV3-25	A0A075B6J4	A0A075B6J4	
29.23779	29.0759	28.71027	28.96334	28.05755	28.3815	28.75235	28.69534	28.81577	29.139	28.04328	28.50771	27.31164	27.78787	27.59114	27.13016	27.18811	27.88716	+	atrium_ventricle	0.00231628672474238	0.0295066079295154	0.900416268242729	2.58025433366143	IGLV3-21	A0A075B6J7;P01720	A0A075B6J7	
25.24035	24.30389	22.40585	26.01676	24.09909	22.95317	24.46295	23.98815	24.37743	24.50397	NaN	NaN	NaN	NaN	NaN	22.77644	24.19985	NaN			0.600482603355266	0.742824528622388	0.378538767496742	0.473197601133175	IGLV3-19	A0A075B6J8	A0A075B6J8	
27.92779	23.66677	NaN	23.27099	22.6344	NaN	NaN	NaN	NaN	24.94949	23.95518	24.40458	22.14622	25.49905	24.98377	22.51994	NaN	NaN			0.782988377059769	0.884224725763415	0.309525626046316	0.259959626879143	IGLV2-18	A0A075B6J9	A0A075B6J9	
24.29649	24.6473	25.11	24.69816	24.75888	24.51953	22.66405	24.58858	24.55028	23.26155	23.84527	22.0282	NaN	23.84192	23.63134	NaN	NaN	25.3072			0.109394091753487	0.228761183757743	0.773339165581596	1.40611578609793	IGLV3-16	A0A075B6K0	A0A075B6K0	
22.618	NaN	NaN	NaN	NaN	NaN	23.30591	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1	1	NaN	0	IGLV2-14	A0A075B6K1	A0A075B6K1	
23.9771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1	1	NaN	0	IGLV3-12	A0A075B6K2	A0A075B6K2	
24.2071	25.50558	25.45441	NaN	24.05755	23.87886	NaN	23.95704	22.7343	24.76177	21.55623	NaN	24.10262	24.89231	22.90492	22.07173	NaN	NaN			0.213091164430772	0.335707692307692	0.87480858394078	1.14823401455661	IGLV2-11	A0A075B6K3	A0A075B6K3	
25.13422	25.74825	25.90378	23.5566	24.12029	24.83731	22.83364	25.16473	25.19494	NaN	NaN	24.97022	22.03302	24.60654	NaN	23.22419	NaN	23.36453			0.0964011894487475	0.188068322981366	1.08182915581597	1.54604596709018	IGLV3-10	A0A075B6K4	A0A075B6K4	
25.07537	26.49779	25.17135	25.15973	25.70975	25.90474	25.14328	26.27654	24.63367	24.77238	25.2932	22.90602	21.94213	24.28567	23.65097	NaN	NaN	23.35555	+	atrium_ventricle	0.00142591669183874	0.0102538461538462	1.76432164510091	3.23353695087776	IGLV3-9	A0A075B6K5	A0A075B6K5	
32.37762	32.54559	31.76636	31.80374	31.12195	31.10942	33.33218	32.97574	32.92357	32.36082	32.46056	33.37503	32.36244	32.20531	32.16824	32.11846	31.40928	31.18954			0.921838185447047	0.995721004810262	0.0340552859836194	0.0771087174674318	IGLC3;IGLC2	A0A075B6L0;A0A075B6K9;P0CG05;P0CG06;P0CF74	A0A075B6L0;A0A075B6K9;P0CG05;P0CG06	Ig lambda-2 chain C regions;Ig lambda-3 chain C regions
NaN	NaN	NaN	NaN	NaN	22.89349	22.66969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.04863	24.54079	NaN			0.721463996552245	0.82946540195926	-0.513124465942383	-0.379784223498766	BCORL1	A0A075B6Q3;Q5H9F3-3;Q5H9F3;Q5H9F3-2;H7C4B2;H7C231;H7BZ37;H7C2V9;A6NE70	A0A075B6Q3;Q5H9F3-3;Q5H9F3;Q5H9F3-2	BCL-6 corepressor-like protein 1
27.80261	27.02337	26.66126	25.41035	25.9391	26.66357	27.3479	27.90323	26.26451	26.20494	27.5253	26.41545	25.40354	25.22468	25.6174	25.2387	27.06795	25.68646			0.077854426523452	0.194897131931166	0.736832512749565	1.50043333590453	IGKV2-24;IGKV2D-24	A0A0C4DH68;A0A075B6R9	A0A0C4DH68;A0A075B6R9	
25.84472	23.42419	NaN	NaN	25.78671	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1	1	NaN	0	IGKV2-30	A0A075B6S3;P06310	A0A075B6S3;P06310	Ig kappa chain V-II region RPMI 6410
NaN	NaN	NaN	23.10574	NaN	NaN	NaN	NaN	NaN	23.86929	23.76375	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1	1	-0.710783958435059	0	IGKV1-27	A0A075B6S5	A0A075B6S5	
NaN	NaN	NaN	NaN	23.18547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1	1	NaN	0	IGKV1-37;IGKV1D-37	A0A0E3D6N1;A0A075B6S9	A0A0E3D6N1;A0A075B6S9	
21.64289	22.60089	24.25212	24.09176	22.3213	22.06313	20.62587	24.64042	19.75458	22.00062	18.36256	22.23073	NaN	19.03298	26.45452	23.17333	23.48419	22.6034			0.793106763076859	0.892627278071723	0.27587130334642	0.243437055953715	EPPK1	A0A075B730;A0A087X1U6	A0A075B730;A0A087X1U6	
28.43492	28.89432	29.14436	29.11602	29.15083	28.56358	28.1334	29.05276	28.87956	28.45344	28.09275	28.46735	28.8773	28.65233	28.6501	28.31881	28.4626	28.82645			0.0686427474650331	0.323667138409284	0.285402086046009	1.15924542932534	PECAM1	A0A075B738;A0A075B727;A0A075B728;A0A075B737	A0A075B738	
25.98763	26.44006	26.48933	26.94537	27.56819	26.5709	26.33094	27.00196	26.15767	27.07694	27.49686	27.07429	26.85828	27.34934	27.27746	26.77329	26.94101	26.69246			0.027966419467597	0.172498578968737	-0.449762132432728	-1.57206299911965	MRPS21	P82921;A0A075B746	P82921;A0A075B746	28S ribosomal protein S21, mitochondrial
25.88145	26.17253	24.79576	26.07425	25.14176	25.51773	26.40761	25.87169	25.11577	25.07419	25.86053	24.53261	25.025	25.22659	25.19005	24.39865	29.02054	23.99006			0.580739456864018	0.738962659846547	0.295591566297741	0.47345459577683	PDE4DIP	A0A087WX83;A0A075B749;A0A087WVF8;Q5VU43-3;Q5VU43-8;Q5VU43-12;Q5VU43-9;A0A087WYE4;E9PS60;A0A087WWY1;A0A087X229;A0A087WVQ4;H0YCY0;E9PNE0;A0A087WWK4;H0YCH7;A0A087WWI2;E9PJK3;A0A087X0I1;H0YEW6	A0A087WX83;A0A075B749;A0A087WVF8;Q5VU43-3	Myomegalin
22.89164	22.09149	22.61939	22.10898	22.0995	22.97577	NaN	25.43071	22.19584	22.81627	23.79956	23.96314	22.53452	22.02073	NaN	NaN	NaN	NaN			0.707841845762477	0.83731684698609	-0.225180053710936	-0.328518178367812	PEX12	O00623;A0A075B773;K7ELY8	O00623;A0A075B773;K7ELY8	Peroxisome assembly protein 12
25.07892	26.3226	NaN	25.98442	25.08942	NaN	25.41848	26.33262	NaN	25.89479	26.08329	22.311	25.48093	25.15128	23.93103	25.54194	26.19496	NaN			0.300593013939026	0.449001623000232	0.630756457646687	0.923440123548441	SYNM	A0A075B7B1;H0YL34;C9JIE4	A0A075B7B1;H0YL34	
24.71246	NaN	23.83132	24.44006	23.99136	23.70725	23.48628	23.84575	23.72484	22.72096	24.26163	NaN	NaN	23.4206	22.86922	NaN	NaN	23.62132			0.0613614828384381	0.193538697318008	0.588671255111695	1.53866818461522	IGHV3OR16-12	A0A075B7B8	A0A075B7B8	
23.63412	22.72754	23.26914	23.52409	23.31507	25.1911	NaN	NaN	NaN	22.11452	NaN	NaN	NaN	23.30327	NaN	NaN	25.15673	NaN			0.91429737237579	0.983522807017544	0.0853382746378593	0.0986687791005042	POM121C	A8CG34;A0A075B7F8;A0A087WY75;A8CG34-2;A6NF01;C9JFL1	A8CG34;A0A075B7F8;A0A087WY75;A8CG34-2	Nuclear envelope pore membrane protein POM 121C
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1.0000001	1	0	0	BCL2L12	Q9HB09;A0A087WSV0;I6LJZ7;Q9HB09-3;M0QZM6;M0R1Z8;I6LJZ9	Q9HB09;A0A087WSV0;I6LJZ7;Q9HB09-3;M0QZM6	Bcl-2-like protein 12
28.90469	29.17779	29.52988	29.06335	29.96168	29.58334	28.37148	29.28273	28.98742	28.97364	28.93213	28.22246	28.62296	28.49564	28.28507	28.47923	27.90598	27.77643	+	atrium_ventricle	0.00132846303781952	0.0281452894438138	0.79653379652235	2.60910796944756	HEL-S-109;NUCB2;Nucb2	V9HW75;A0A087WSV8;P80303;P80303-2;Q2L696;E9PKG6;E9PLR0;E9PLE9;H0YEG8;H0YD18;E9PM22;E9PJP3	V9HW75;A0A087WSV8;P80303;P80303-2;Q2L696;E9PKG6	Nucleobindin-2;Nesfatin-1
30.85527	30.65233	29.99496	30.39846	30.12374	29.83432	30.4773	30.06561	30.10237	29.26215	29.09343	29.30254	29.04536	29.17553	29.49076	29.60267	29.34234	29.29242	+	atrium_ventricle	7.73634267558845E-07	0.001025	0.988574557834202	4.35879318499153	TXNRD1	Q16881;Q16881-3;Q16881-4;A0A087WSW9;A0A087WSY9;F8W809;Q16881-5;Q16881-2;E9PIR7;E9PKD3;A0A0B4J225;E9PIZ5;E9PLT3;E9PKI4;E9PQI3;E9PRI8	Q16881;Q16881-3;Q16881-4;A0A087WSW9;A0A087WSY9;F8W809;Q16881-5;Q16881-2;E9PIR7	Thioredoxin reductase 1, cytoplasmic
24.17013	23.17945	25.02394	24.18117	22.24809	24.27597	NaN	NaN	24.75404	22.97334	NaN	24.52803	NaN	20.47764	23.58887	NaN	21.63653	23.35057			0.0986523195058502	0.183600942655145	1.21695250556582	1.57111366842856	IGHV4-31	A0A087WSY4	A0A087WSY4	
23.79729	25.6807	25.39405	24.17135	25.09788	25.65324	21.90797	24.08829	23.16979	NaN	22.88818	22.48743	NaN	NaN	NaN	19.85834	23.0922	22.07281	+	atrium_ventricle	0.00836477139763431	0.0256342042755344	2.24915771484375	2.76353366232982	IGKV3D-15	A0A087WSY6	A0A087WSY6	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1.0000001	1	0	0	IGKV1D-8	A0A0G2JQJ0;A0A087WSZ0	A0A0G2JQJ0;A0A087WSZ0	
28.98046	28.66194	28.63955	29.79493	28.44304	28.25705	28.76186	29.50175	28.77266	29.60031	29.20051	29.12394	29.13041	29.24332	29.7348	29.67342	28.21313	28.97364			0.147981972766705	0.372913402061856	-0.34224573771159	-1.05262240438448	GPX4	P36969;A0A087X2I2;A0A087WT12;P36969-2;K7ERP4;K7EJ20;K7EKX7;K7ENB4;R4GNE4;A0A0A0MTT1;A0A087X247	P36969;A0A087X2I2;A0A087WT12;P36969-2;K7ERP4;K7EJ20;K7EKX7;K7ENB4;R4GNE4;A0A0A0MTT1	Phospholipid hydroperoxide glutathione peroxidase, mitochondrial;Glutathione peroxidase
20.503	19.34776	NaN	20.3186	21.01304	20.93272	NaN	22.47556	NaN	22.11645	21.76547	22.02719	21.46996	NaN	22.38711	23.21521	NaN	NaN			0.0165862760242094	0.0521443137254902	-1.39845053354899	-2.38328576186724	DCAF13	A0A087WT20;Q9NV06;B3KME9;E5RHM4;A0A087X1F8;Q9NV06-2	A0A087WT20;Q9NV06;B3KME9	DDB1- and CUL4-associated factor 13
30.30519	32.61428	31.3156	32.13672	31.36108	28.91036	29.50754	30.30226	29.24613	27.65137	27.78075	28.24173	23.586	24.33599	28.64093	27.07306	25.73143	26.02981	+	atrium_ventricle	4.21487857663829E-05	0.000342857142857143	4.06978628370497	4.9005696047393	TNNI1	P19237;A0A087WT47;G3V489;G3V4F8;G3V3L5	P19237;A0A087WT47;G3V489;G3V4F8;G3V3L5	Troponin I, slow skeletal muscle
NaN	NaN	26.33414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.33756	NaN	NaN	NaN	NaN	22.70157	NaN	NaN			1	1	2.81457042694092	0	LAMTOR4	Q0VGL1;A0A087WT92;A0A087WVU0;A0A087WV46;C9JXA7	Q0VGL1;A0A087WT92;A0A087WVU0;A0A087WV46;C9JXA7	Ragulator complex protein LAMTOR4;Ragulator complex protein LAMTOR4, N-terminally processed
29.49675	28.77775	29.78609	29.85571	29.07419	29.38564	28.79563	28.1502	28.83008	29.50105	29.09204	29.04312	28.82293	28.96623	28.90908	28.70309	28.25674	29.0202			0.357020220319886	0.619084882161334	0.204174677530922	0.647601912247286	C11orf54	Q9H0W9;A0A087WT99;Q9H0W9-2;Q9H0W9-4;Q9H0W9-3;E9PPB5;E9PQS1;E9PR95;E9PSC3;E9PLC5;E9PLB3;E9PIP1	Q9H0W9;A0A087WT99;Q9H0W9-2;Q9H0W9-4;Q9H0W9-3;E9PPB5;E9PQS1	Ester hydrolase C11orf54
34.9982	36.17963	35.08532	35.57596	35.8618	35.5997	35.8475	35.56788	35.54398	34.02746	34.38869	34.68786	34.44659	34.03371	33.75842	33.52997	33.55842	33.53693	+	atrium_ventricle	3.21201436106833E-07	0.000119402985074627	1.58799065483941	5.46869689415528	COL1A2	P08123;A0A087WTA8	P08123;A0A087WTA8	Collagen alpha-2(I) chain
21.39388	22.81917	NaN	23.1346	NaN	NaN	NaN	NaN	NaN	22.4926	NaN	NaN	NaN	NaN	NaN	24.49485	21.91856	23.15289			0.508193839010013	0.648054926702542	-0.565507729848225	-0.632525331072262	PTPDC1	A0A087WTF0;A2A3K4-2;A2A3K4	A0A087WTF0;A2A3K4-2;A2A3K4	Protein tyrosine phosphatase domain-containing protein 1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1.0000001	1	0	0	CYP2A6;CYP2A13	P11509;Q16696;A0A087WTI7	P11509;Q16696;A0A087WTI7	Cytochrome P450 2A6;Cytochrome P450 2A13
25.19693	26.00943	26.10095	26.05281	26.51281	25.53928	25.70556	26.49013	26.67694	25.68418	26.14511	25.7892	25.1481	25.59821	25.69429	25.6612	25.2352	25.31596			0.0344132597981607	0.187457732761979	0.445931964450413	1.52265346147355	GIMAP1-GIMAP5;GIMAP5	A0A087WTJ2;Q96F15;Q96F15-2;A0A0D9SFP0	A0A087WTJ2;Q96F15;Q96F15-2	GTPase IMAP family member 5
26.74791	25.35981	26.07316	NaN	25.99172	25.84225	26.97301	NaN	NaN	NaN	24.80632	26.18701	NaN	NaN	NaN	NaN	NaN	24.16546			0.0737148590768014	0.155058109280139	1.11171722412109	1.76735812457966	PTPRJ	Q12913;A0A087WTK0;A0A087WVC6;Q12913-2	Q12913;A0A087WTK0;A0A087WVC6	Receptor-type tyrosine-protein phosphatase eta;Protein-tyrosine-phosphatase
24.7265	NaN	24.0431	25.10494	23.68678	24.65971	NaN	24.23965	23.72432	24.18926	24.18828	25.12487	24.53641	23.96437	24.44177	24.01129	22.85838	NaN			0.640674009661527	0.815207582938389	0.147813422339304	0.361125223347547	APOB	A0A087WTM7;A8MUN2	A0A087WTM7	
24.76218	24.77766	25.03074	25.23739	26.52404	26.01818	23.69827	25.80082	25.45265	23.99757	24.27994	23.3864	24.76946	24.19798	23.93957	25.09342	24.44354	24.8692			0.0122341619762402	0.0622840827980014	0.924983130560982	2.16316799146904	SLC39A7	Q92504;A0A087WTX2;A2AAT0	Q92504;A0A087WTX2	Zinc transporter SLC39A7
26	26.01329	24.87722	23.00797	25.97292	24.67616	NaN	25.06435	NaN	22.50937	24.67896	NaN	NaN	NaN	NaN	NaN	NaN	NaN			0.151408248562731	0.236156809733018	1.49325425284249	1.45339999855674	IGKC	A0A087WTX5;A0A0C4DH73;A0A0B4J2E7	A0A087WTX5	
NaN	NaN	NaN	22.72626	21.80735	22.97539	NaN	23.08592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.61835			1	1	-3.96962070465088	0	GBA3	Q9H227;A0A087WTY7;A0A087WWR5;Q9H227-2	Q9H227;A0A087WTY7	Cytosolic beta-glucosidase
25.84036	25.53653	25.21519	25.82311	25.12262	22.46084	25.40402	24.23316	24.63251	25.78034	25.38354	25.39709	25.50579	25.00183	25.12092	23.4784	NaN	24.60569			0.79930873150811	0.914026274000289	-0.115495310889351	-0.211423089232675	ERGIC2	Q96RQ1;A0A087WU02;H0YI50;F8VPA6;F8W0R1;H0YI58;F8VR88;F8VUZ2;F8VRW9;H0YHS0;H0YHJ8	Q96RQ1;A0A087WU02;H0YI50;F8VPA6	Endoplasmic reticulum-Golgi intermediate compartment protein 2
25.25119	24.58526	24.42304	24.00144	22.50686	NaN	24.21956	NaN	25.502	25.29842	25.63059	26.63644	25.20918	26.73376	25.19656	24.49869	NaN	25.23037			0.0195356738461663	0.0650284920083391	-1.19863098008292	-2.17867869595514	GYPA;GPErik	P02724;P02724-3;Q13030;E9PH25;E7EQF3;E9PD10;A0A087WU29;A0A0C4DFT7;P02724-2	P02724;P02724-3;Q13030;E9PH25;E7EQF3;E9PD10;A0A087WU29;A0A0C4DFT7;P02724-2	Glycophorin-A
28.09894	26.96532	27.76294	27.31475	27.47808	27.26132	25.5571	26.55844	26.59263	28.07658	27.71712	27.46747	27.68097	27.30861	26.29204	26.58663	24.69546	25.98811			0.65918465042249	0.810198763670946	0.197394265068901	0.366047672155028	MAGT1	Q9H0U3;A0A087WU53;Q9H0U3-2	Q9H0U3;A0A087WU53	Magnesium transporter protein 1
NaN	NaN	22.9307	NaN	NaN	22.92555	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			1	1	NaN	0	POLA1	P09884;A0A087WU64;A6NMQ1	P09884;A0A087WU64;A6NMQ1	DNA polymerase alpha catalytic subunit;DNA polymerase
NaN	NaN	NaN	21.88193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.03096	NaN	24.52844	NaN	NaN	NaN	NaN			1	1	-1.89777851104736	0	CHST13	Q8NET6;A0A087WU70;Q8NET6-2	Q8NET6;A0A087WU70;Q8NET6-2	Carbohydrate sulfotransferase 13
NaN	22.46057	19.28292	21.78891	22.64924	NaN	23.34354	NaN	21.57214	19.91145	NaN	NaN	NaN	21.77109	21.52617	23.40963	22.18519	NaN			0.915538606651721	0.983703304113284	0.0888482411702469	0.0971460813193855	TNFAIP3	P21580;D3TTY5;A0A087WU80;A0A087WXL5;A0A087X1N1;A0A087WVN3;Q5VXQ8;Q5VXQ9	P21580;D3TTY5;A0A087WU80;A0A087WXL5;A0A087X1N1	Tumor necrosis factor alpha-induced protein 3;A20p50;A20p37
26.03582	25.96642	25.84549	26.26785	24.58216	25.89989	25.28001	25.4265	24.74448	25.04389	26.0971	23.90995	25.05242	26.01837	25.04318	24.59651	22.61944	24.31872			0.0622492206017736	0.16315248525695	0.816560321384006	1.60938716005743	IGHV3-49	A0A087WU91;A0A0A0MS15	A0A087WU91;A0A0A0MS15	
25.17249	25.34611	25.03808	24.56372	25.44376	25.61392	24.12455	24.42496	23.02866	24.38357	25.10689	24.36205	24.32622	24.21193	24.59286	24.28968	24.86576	23.65338			0.296371422541225	0.514014301191766	0.329322603013782	0.813000453718938	CTNNBL1	Q8WYA6;A0A087WUB9;Q8WYA6-4;Q8WYA6-3;Q8WYA6-2;A2A2P1	Q8WYA6;A0A087WUB9;Q8WYA6-4;Q8WYA6-3;Q8WYA6-2	Beta-catenin-like protein 1
